종목코드,종목명,재무제표종류,유동자산_2025,유동자산_2024,유동자산_2023,유동부채_2025,유동부채_2024,유동부채_2023,부채총계_2025,부채총계_2024,부채총계_2023,자본총계_2025,자본총계_2024,자본총계_2023,매출액_2025,매출액_2024,매출액_2023,영업이익_2025,영업이익_2024,영업이익_2023,당기순이익_2025,당기순이익_2024,당기순이익_2023,ROE_2025,부채비율_2025,유동비율_2025,ROE_2024,부채비율_2024,유동비율_2024,ROE_2023,부채비율_2023,유동비율_2023,매출액성장률_2025,영업이익성장률_2025,매출액성장률_2024,영업이익성장률_2024,유동자산_2022,유동자산_2021,유동부채_2022,유동부채_2021,부채총계_2022,부채총계_2021,자본총계_2022,자본총계_2021,매출액_2022,매출액_2021,영업이익_2022,영업이익_2021,당기순이익_2022,당기순이익_2021,ROE_2022,부채비율_2022,유동비율_2022,ROE_2021,부채비율_2021,유동비율_2021,매출액성장률_2023,영업이익성장률_2023,매출액성장률_2022,영업이익성장률_2022
051370,인터플렉스,CFS,213389269981.0,205103222810.0,150329521560.0,82948966822.0,82521281887.0,75955068609.0,83858680632.0,83072705978.0,81009764747.0,317907587604.0,281778746020.0,220482198612.0,467963733214.0,497466413203.0,438157696595.0,28645809984.0,34370988669.0,21645848892.0,32829635878.0,55126796494.0,27320804010.0,10.33,26.38,257.25,19.56,29.48,248.55,12.39,36.74,197.92,-5.93,-16.66,13.54,58.79,123540412972.0,176315347505.0,83677882991.0,161074661315.0,89077018617.0,176992311644.0,197806496365.0,179232145616.0,442709958327.0,446995490354.0,26073737309.0,3197400702.0,15309187110.0,-238986176.0,7.74,45.03,147.64,-0.13,98.75,109.46,-1.03,-16.98,-0.96,715.47
051380,피씨디렉트,CFS,89898873995.0,82221880666.0,82441821023.0,53106694733.0,47980059251.0,47014124125.0,56011820067.0,51825546196.0,48553450344.0,39455681087.0,38255442246.0,42783481523.0,373008261916.0,333767513723.0,304742791071.0,4251372191.0,1850864640.0,3282612470.0,2520766405.0,-664750521.0,765698199.0,6.39,141.96,169.28,-1.74,135.47,171.37,1.79,113.49,175.36,11.76,129.7,9.52,-43.62,82396585816.0,90342663932.0,45025255348.0,41184077796.0,45792670993.0,41840424797.0,44831288092.0,53212670428.0,312262587729.0,364850958687.0,805881873.0,18800146968.0,-4144494805.0,13001630323.0,-9.24,102.14,183.0,24.43,78.63,219.36,-2.41,307.33,-14.41,-95.71
051390,YW,CFS,59250477618.0,54004985489.0,46000912007.0,5008371556.0,6717987055.0,8333883523.0,13357339838.0,15715960280.0,17693677203.0,84366794544.0,80811326954.0,79878666158.0,16537865424.0,16535952409.0,36985666180.0,5777257381.0,5435769480.0,6475058909.0,5078203629.0,4267815405.0,5339132030.0,6.02,15.83,1183.03,5.28,19.45,803.89,6.68,22.15,551.97,0.01,6.28,-55.29,-16.05,41791738830.0,50573789713.0,4903335665.0,6626353950.0,21224330796.0,19968887777.0,76598391994.0,74387500069.0,20283592154.0,15047725520.0,3056402006.0,3133403052.0,3028178292.0,2652550074.0,3.95,27.71,852.31,3.57,26.84,763.22,82.34,111.85,34.8,-2.46
051490,나라엠앤디,CFS,154393773250.0,156216261019.0,160266158988.0,137065112731.0,129166229612.0,141842152478.0,160688195969.0,150528581224.0,144059865192.0,107962708316.0,105569758987.0,105125029162.0,184633171553.0,203815719224.0,231000548728.0,-79792483.0,4980741468.0,10711609456.0,4682126563.0,1995484499.0,8917757016.0,4.34,148.84,112.64,1.89,142.59,120.94,8.48,137.04,112.99,-9.41,-101.6,-11.77,-53.5,151639211589.0,140461655155.0,136253927789.0,135108599318.0,139355202118.0,140743257482.0,96556129675.0,88312418540.0,218222444013.0,194746862228.0,10540207687.0,5852991266.0,9527611854.0,3705651653.0,9.87,144.33,111.29,4.2,159.37,103.96,5.86,1.63,12.05,80.08
051500,CJ프레시웨이,CFS,673831501267.0,654342781639.0,540757294343.0,891444155694.0,815556491248.0,677708170767.0,1133949531952.0,1148980725062.0,1005243973827.0,455180191327.0,415381333819.0,369500066327.0,3481081567935.0,3224779013185.0,3074242286759.0,101652510024.0,94025267830.0,99255535636.0,50106428488.0,27405072378.0,59700224939.0,11.01,249.12,75.59,6.6,276.61,80.23,16.16,272.06,79.79,7.95,8.11,4.9,-5.27,673967665437.0,502157512435.0,795630613919.0,607807422183.0,1080671194761.0,873849328572.0,404055698335.0,342634598497.0,2747691651727.0,2291433979355.0,97840086516.0,55629220994.0,52243125151.0,31105478910.0,12.93,267.46,84.71,9.08,255.04,82.62,11.88,1.45,19.91,75.88
051600,한전KPS,CFS,1005829803892.0,1051206546951.0,968483212478.0,349939727487.0,347424669408.0,318863253177.0,357704175926.0,361741271133.0,324737142894.0,1345856312213.0,1328473540425.0,1272596407940.0,1576516811328.0,1557085808533.0,1533850791494.0,140101841084.0,209498645768.0,199376381248.0,124251563177.0,172441205945.0,162677361139.0,9.23,26.58,287.43,12.98,27.23,302.57,12.78,25.52,303.73,1.25,-33.13,1.51,5.08,868119118284.0,800114355860.0,317589686960.0,267718458388.0,346288975190.0,314925081583.0,1215733220155.0,1111995040464.0,1429074836456.0,1380553428993.0,130553250828.0,123989281498.0,100181910047.0,98680314610.0,8.24,28.48,273.35,8.87,28.32,298.86,7.33,52.72,3.51,5.29
051630,진양화학,CFS,26571276615.0,39627599563.0,5860676981.0,39362357573.0,4988858022.0,6627097689.0,42532156151.0,43289520271.0,17339845335.0,39717885666.0,38779355828.0,32568375456.0,18563879502.0,24527435256.0,28281407525.0,-743281876.0,-4139532436.0,-2147215622.0,896491080.0,-4488079287.0,-2170695288.0,2.26,107.09,67.5,-11.57,111.63,794.32,-6.67,53.24,88.44,-24.31,82.04,-13.27,-92.79,11971607685.0,8762062615.0,6509318619.0,5124754825.0,9828095608.0,8263265615.0,34741191688.0,25391798467.0,29090013873.0,34785240802.0,-1055629006.0,-3856327930.0,-1112807736.0,-2212662718.0,-3.2,28.29,183.91,-8.71,32.54,170.98,-2.78,-103.41,-16.37,72.63
051780,큐로홀딩스,CFS,50920295351.0,37848397907.0,35586864972.0,58585692692.0,49141381778.0,28249755469.0,70757493044.0,60664023019.0,36618478194.0,20771797244.0,19852339733.0,34174254126.0,56651278638.0,61099174434.0,79773291492.0,-9245487.0,-2663086970.0,687832445.0,-9174971122.0,-16656505487.0,-8421188055.0,-44.17,340.64,86.92,-83.9,305.58,77.02,-24.64,107.15,125.97,-7.28,99.65,-23.41,-487.17,43055768912.0,27984245547.0,24910653618.0,18764838723.0,43613597486.0,28364545379.0,36330975969.0,39470823634.0,67536187305.0,61004238222.0,1485540687.0,2014981806.0,-4893007204.0,-2376510846.0,-13.47,120.05,172.84,-6.02,71.86,149.13,24.21,-274.48,10.71,-26.28
051900,LG생활건강,CFS,2635393494720.0,2856048500735.0,2429583603574.0,945031595946.0,1295900316472.0,1089658847771.0,1299082229386.0,1719864001122.0,1671359345925.0,5570301328895.0,5685920091079.0,5548926465800.0,6355489977342.0,6811918756741.0,6804839370129.0,170688596929.0,459045912180.0,486981224742.0,-85778983809.0,203887730139.0,163524219980.0,-1.54,23.32,278.87,3.59,30.25,220.39,2.95,30.12,222.97,-6.7,-62.82,0.1,-5.74,2284388637755.0,2472884295774.0,1162757522705.0,1525844759254.0,1834093663954.0,2057406606361.0,5468835988249.0,5497832811356.0,7185759184335.0,8091511297961.0,711122934369.0,1289630423605.0,258340046881.0,861127851880.0,4.72,33.54,196.46,15.66,37.42,162.07,-5.3,-31.52,-11.19,-44.86
051905,LG생활건강우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
051910,LG화학,CFS,32526899000000.0,27815627000000.0,28859296000000.0,26137148000000.0,21085717000000.0,18390839000000.0,53956116000000.0,45862299000000.0,36528509000000.0,47105545000000.0,47995463000000.0,40938185000000.0,45932167000000.0,48699754000000.0,55043713000000.0,1180900000000.0,874927000000.0,2497801000000.0,-977063000000.0,515011000000.0,2053425000000.0,-2.07,114.54,124.45,1.07,95.56,131.92,5.02,89.23,156.92,-5.68,34.97,-11.53,-64.97,29674369000000.0,20413820000000.0,16459563000000.0,15062096000000.0,30492696000000.0,27925314000000.0,37481127000000.0,23209988000000.0,50983251000000.0,41786573000000.0,2979354000000.0,4983592000000.0,2195518000000.0,3953904000000.0,5.86,81.35,180.29,17.04,120.32,135.53,8.37,-15.11,22.01,-40.22
051915,LG화학우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
051980,중앙첨단소재,CFS,56544863320.0,68000968550.0,79114641300.0,22033800569.0,9419539855.0,47986556887.0,23510402415.0,27845314216.0,67032732741.0,103808249073.0,96668561797.0,63485739992.0,19809151653.0,18691841435.0,26295374091.0,-4562905485.0,-7798426267.0,56864463.0,-5504612917.0,-76828193470.0,-48424231219.0,-5.3,22.65,256.63,-79.48,28.8,721.91,-76.28,105.59,164.87,5.98,41.49,-28.92,-13814.06,17121861855.0,25061156809.0,11249943455.0,12534523549.0,13741804199.0,14974165766.0,21109189821.0,36752232798.0,26605839008.0,13031342088.0,-5061044925.0,-4639200884.0,-18274553750.0,-17214531992.0,-86.57,65.1,152.2,-46.84,40.74,199.94,-1.17,100.93,104.17,-9.09
052020,에스티큐브,CFS,75893375478.0,98069152406.0,39928502282.0,4008459078.0,3544728235.0,4277294555.0,18111976406.0,17628385814.0,10649014880.0,72121558592.0,94275894291.0,35308187455.0,6984004773.0,11297657663.0,5827090761.0,-23472593414.0,-22615554990.0,-26040976824.0,-21799678281.0,-21436613481.0,-24499001254.0,-30.23,25.11,1893.33,-22.74,18.7,2766.62,-69.39,30.16,933.5,-38.18,-3.79,93.88,13.15,56425638359.0,21834509647.0,4359835252.0,5343251318.0,9849767657.0,9696432069.0,51219671334.0,16164436828.0,6302336682.0,7926018248.0,-18910659422.0,-18950232263.0,-18891877945.0,-21529904686.0,-36.88,19.23,1294.21,-133.19,59.99,408.64,-7.54,-37.71,-20.49,0.21
052220,iMBC,CFS,15417548456.0,35240623183.0,32310938250.0,8739234407.0,9400086933.0,11487967008.0,9670195937.0,10686520563.0,13611010517.0,57375645280.0,63065794367.0,60397488583.0,40045648499.0,45442807948.0,46303655129.0,-7632134757.0,634528436.0,1156866116.0,-5433678446.0,2012796967.0,2136461793.0,-9.47,16.85,176.42,3.19,16.95,374.9,3.54,22.54,281.26,-11.88,-1302.8,-1.86,-45.15,21556256110.0,21571562985.0,10765439353.0,12692634045.0,12321239163.0,14755604228.0,57772852292.0,56968366870.0,47460159206.0,46832866825.0,2558248419.0,2341141221.0,1785803939.0,1343660665.0,3.09,21.33,200.24,2.36,25.9,169.95,-2.44,-54.78,1.34,9.27
052260,현대바이오랜드,CFS,92104831418.0,107139424680.0,79780730237.0,28217875914.0,55753631530.0,46983704451.0,30724151736.0,56717857643.0,48084933604.0,136146740797.0,138008364704.0,135983995947.0,130505120709.0,119519059197.0,96719665540.0,12717191685.0,16364543186.0,13464330710.0,252622040.0,5703130975.0,8056171301.0,0.19,22.57,326.41,4.13,41.1,192.17,5.92,35.36,169.81,9.19,-22.29,23.57,21.54,71216130569.0,63973521393.0,46143911346.0,46720872823.0,46810705161.0,47394338751.0,129286620562.0,125349805747.0,99153525127.0,102801832230.0,9054708903.0,10656917749.0,4764326518.0,-11686160416.0,3.69,36.21,154.33,-9.32,37.81,136.93,2.56,-21.76,-3.55,-15.03
052300,오션인더블유,CFS,139970309391.0,141030440361.0,499791378321.0,40539753953.0,15444331048.0,127438833027.0,86247653578.0,83641220548.0,128014280450.0,288943531124.0,286304024803.0,410262462373.0,7570133241.0,6801851338.0,11863305356.0,-2451693305.0,-3267149530.0,-683178514.0,-19092002150.0,167897891665.0,-105441462766.0,-6.61,29.85,345.27,58.64,29.21,913.15,-25.7,31.2,392.18,11.3,24.96,-42.66,-378.23,186284277601.0,224062139767.0,136227940428.0,132392910192.0,239575347578.0,248055864482.0,429296868291.0,539220587942.0,13463832637.0,10401175038.0,-217585987.0,-606772521.0,-142115101467.0,65616663987.0,-33.1,55.81,136.74,12.17,46.0,169.24,-11.89,-213.98,29.45,64.14
052330,코텍,CFS,320565556240.0,313780112331.0,329146142452.0,66308447219.0,76379368674.0,121253392679.0,71634768599.0,82648472486.0,123560211867.0,388306219071.0,361054277021.0,338627130627.0,396839741875.0,307988606670.0,327107490760.0,37786162039.0,23548368530.0,4795531701.0,28330257869.0,26646321068.0,7685696049.0,7.3,18.45,483.45,7.38,22.89,410.82,2.27,36.49,271.45,28.85,60.46,-5.84,391.05,335118940793.0,190822134304.0,126364379220.0,57809082757.0,130003656132.0,61634503466.0,341662737654.0,288714610486.0,428553036782.0,212907743558.0,27331888869.0,-14660982463.0,29037826690.0,-13431977756.0,8.5,38.05,265.2,-4.65,21.35,330.09,-23.67,-82.45,101.29,286.43
052400,코나아이,CFS,397507488995.0,277238523549.0,353777868454.0,294884992075.0,209356886643.0,283199972039.0,301181795964.0,215309421859.0,288442575163.0,257888596774.0,197803274733.0,173103926979.0,309163673263.0,236308177383.0,280222091498.0,88899374736.0,33414413652.0,33683780235.0,74542589031.0,30163266970.0,28878226439.0,28.9,116.79,134.8,15.25,108.85,132.42,16.68,166.63,124.92,30.83,166.05,-15.67,-0.8,318145220527.0,983013458250.0,250568992480.0,920940814426.0,254495157550.0,923455011927.0,145611634915.0,135045044354.0,242182949921.0,194500104691.0,48834313273.0,48150048696.0,34295979631.0,52541825461.0,23.55,174.78,126.97,38.91,683.81,106.74,15.71,-31.02,24.52,1.42
052420,오성첨단소재,CFS,163794869947.0,125475855816.0,111273567068.0,30160352424.0,20413158749.0,16724073885.0,60384833726.0,54213809464.0,62095845245.0,282011153813.0,242871977644.0,227524676182.0,165707403024.0,146409322250.0,104942717935.0,30123323165.0,22224969722.0,12725755629.0,32375989819.0,11957054690.0,12011849160.0,11.48,21.41,543.08,4.92,22.32,614.68,5.28,27.29,665.35,13.18,35.54,39.51,74.65,121107147973.0,136988508939.0,29271654276.0,32877147779.0,80660200266.0,102701418553.0,200189679551.0,202252571567.0,117107874693.0,92123812220.0,12933407246.0,4138817505.0,2417831783.0,-11497429200.0,1.21,40.29,413.74,-5.68,50.78,416.67,-10.39,-1.61,27.12,212.49
052460,아이크래프트,CFS,73954513895.0,49016405187.0,57101026335.0,42897987627.0,23844660702.0,31813471887.0,49028737967.0,29021324257.0,37525247049.0,46778196760.0,36091205895.0,37893738811.0,206499542172.0,100488003614.0,138664496786.0,8014943926.0,1598422014.0,5149045968.0,10143990865.0,-845898036.0,4591745863.0,21.69,104.81,172.4,-2.34,80.41,205.57,12.12,99.03,179.49,105.5,401.43,-27.53,-68.96,72253166658.0,63443873622.0,47538667373.0,39611086800.0,56094693249.0,48374385602.0,33301992948.0,33576734688.0,112898330825.0,105292847244.0,247175358.0,2099545973.0,323155060.0,2349524443.0,0.97,168.44,151.99,7.0,144.07,160.17,22.82,1983.16,7.22,-88.23
052600,한네트,CFS,35174866399.0,36221903030.0,33256086858.0,9636490724.0,13840745230.0,12372277860.0,11827315012.0,16469765998.0,13555885165.0,39715539512.0,37564318670.0,36621921271.0,26825732603.0,25897668830.0,24893455015.0,4372759936.0,4204357759.0,3332116674.0,3649227185.0,3427670222.0,2464394752.0,9.19,29.78,365.02,9.12,43.84,261.7,6.73,37.02,268.8,3.58,4.01,4.03,26.18,33572833110.0,32649850230.0,12095749475.0,12735541662.0,12416218687.0,13834327098.0,35796764546.0,35024310388.0,21962274512.0,23084315959.0,2490505606.0,1465278352.0,1962277121.0,1425653726.0,5.48,34.69,277.56,4.07,39.5,256.37,13.35,33.79,-4.86,69.97
052690,한전기술,CFS,549740359211.0,575753925755.0,452060499184.0,255975366805.0,361039308185.0,250186492890.0,260579274324.0,369373230109.0,307700361065.0,624966182864.0,577473652879.0,547308411738.0,518767621092.0,569493930324.0,554364306474.0,35452646024.0,70937011354.0,37834932192.0,85367742275.0,58512128400.0,32654447903.0,13.66,41.69,214.76,10.13,63.96,159.47,5.97,56.22,180.69,-8.91,-50.02,2.73,87.49,376375665242.0,256440278104.0,244766413418.0,183566381261.0,273089488378.0,192058364105.0,543413813300.0,513450926881.0,505290773062.0,,13940025562.0,,17953974302.0,,3.3,50.25,153.77,,37.41,139.7,7.88,104.89,,
052710,아모텍,CFS,153032845961.0,160793952989.0,177562473171.0,157870240986.0,168385407504.0,186888381695.0,197078488358.0,206566561373.0,211048880134.0,156184713178.0,149203783339.0,164956839279.0,253765089587.0,229444552451.0,186814458731.0,5505372842.0,-23900819524.0,-25972729250.0,7920105732.0,-19787284817.0,-14683054807.0,5.07,126.18,96.94,-13.26,138.45,95.49,-8.9,127.94,95.01,10.6,123.03,22.82,7.98,185975200969.0,194041673298.0,162417858951.0,163865936767.0,207239226004.0,234170631996.0,176753123081.0,185362850301.0,215714387212.0,198577334943.0,-4271806956.0,-23746702484.0,-9209534492.0,-4669473459.0,-5.21,117.25,114.5,-2.52,126.33,118.41,-13.4,-508.0,8.63,82.01
052770,아이톡시,CFS,4781168964.0,7101562234.0,6742628675.0,3652309718.0,5085745393.0,2991798880.0,3659018101.0,5165757567.0,3392507024.0,4449370781.0,5484649269.0,11191832542.0,5704071824.0,16140878276.0,18102359908.0,-4926344328.0,-9578563343.0,-3307784463.0,-7283768622.0,-16848205439.0,-4343780406.0,-163.7,82.24,130.91,-307.19,94.19,139.64,-38.81,30.31,225.37,-64.66,48.57,-10.84,-189.58,9683021599.0,9561462713.0,6841416217.0,6931315160.0,6841416217.0,7439981929.0,7325984559.0,5247212155.0,28138644556.0,11663131542.0,718430530.0,-5266601265.0,-407422732.0,-7833423672.0,-5.56,93.39,141.54,-149.29,141.79,137.95,-23.07,-711.88,141.26,113.64
052790,액토즈소프트,CFS,278555443324.0,271578581665.0,262268050973.0,90074457800.0,99639039883.0,104183339631.0,122371104600.0,132396117534.0,109500266294.0,256932617211.0,239167345744.0,248737368705.0,69927864483.0,79646602856.0,89363311393.0,28586567849.0,29466439863.0,42439379218.0,31665500645.0,7440603025.0,34035088213.0,12.32,47.63,309.25,3.11,55.36,272.56,13.68,44.02,251.74,-12.2,-2.99,-10.87,-30.57,190582419446.0,186818918909.0,105510952151.0,95292990625.0,112047480640.0,97280355011.0,205093385955.0,195504598233.0,59056348976.0,58275218642.0,23442554941.0,25383870235.0,2536396195.0,37408606117.0,1.24,54.63,180.63,19.13,49.76,196.05,51.32,81.04,1.34,-7.65
052860,아이앤씨,CFS,25206188398.0,23140277743.0,35790060645.0,15858128048.0,19117230464.0,21312762573.0,17241195987.0,20808353151.0,22747496214.0,35681190456.0,30480555064.0,44505586945.0,36878556322.0,23374281444.0,64285596112.0,4050146283.0,-10673994878.0,1433685935.0,4284956489.0,-11991193465.0,46912304.0,12.01,48.32,158.95,-39.34,68.27,121.04,0.11,51.11,167.93,57.77,137.94,-63.64,-844.51,31643567424.0,28346190902.0,15820771626.0,20602908060.0,21074827571.0,21950230020.0,44322265740.0,42971306864.0,39384695654.0,29944561068.0,2449098030.0,-3472645950.0,1029325811.0,-5439679422.0,2.32,47.55,200.01,-12.66,51.08,137.58,63.22,-41.46,31.53,170.53
052900,KX하이텍,CFS,91848966711.0,94936377106.0,79469707794.0,54944802469.0,53089606579.0,62361796255.0,67367517196.0,80511698119.0,77979473727.0,139310692581.0,128004681877.0,117169796465.0,126276082558.0,132265152493.0,154677245205.0,5356558422.0,9205894920.0,8121158891.0,4289110778.0,9683911922.0,4738525433.0,3.08,48.36,167.17,7.57,62.9,178.82,4.04,66.55,127.43,-4.53,-41.81,-14.49,13.36,71201759359.0,64923285182.0,57694773199.0,60508696838.0,73441437417.0,76241691871.0,113883824783.0,104250582630.0,156410515223.0,104897371301.0,12266224138.0,8653494675.0,14479505419.0,4924945273.0,12.71,64.49,123.41,4.72,73.13,107.3,-1.11,-33.79,49.11,41.75
053030,바이넥스,CFS,112878538793.0,92571000771.0,73694185800.0,62660348448.0,92218712013.0,67443062648.0,123967464359.0,97780918346.0,75686034725.0,187455536402.0,181607355709.0,181325401230.0,168474906148.0,130050545617.0,154824775515.0,-4534783893.0,-30754995522.0,1042263178.0,-3289252936.0,-35180012451.0,4583698556.0,-1.75,66.13,180.14,-19.37,53.84,100.38,2.53,41.74,109.27,29.55,85.26,-16.0,-3050.79,108951866607.0,108305485461.0,98263803577.0,32708671561.0,106127186856.0,91313897162.0,192282751891.0,181174275105.0,156677024474.0,134399279256.0,17179140962.0,13108552650.0,12365379674.0,19030203802.0,6.43,55.19,110.88,10.5,50.4,331.12,-1.18,-93.93,16.58,31.05
053050,지에스이,CFS,50260334818.0,61310753056.0,64758779168.0,73587555651.0,76951098401.0,52076993053.0,137250162259.0,143987661707.0,116790565002.0,97054867631.0,94393841257.0,92608584705.0,170081007923.0,155623291724.0,168759675446.0,7343399498.0,4907764603.0,4381368023.0,3875066779.0,3563205849.0,5588427804.0,3.99,141.42,68.3,3.77,152.54,79.67,6.03,126.11,124.35,9.29,49.63,-7.78,12.01,63467794640.0,39003803490.0,55820168412.0,40958661418.0,116047332536.0,96476306454.0,88619992671.0,83233239199.0,172618318203.0,128702990834.0,4625408345.0,4629409029.0,5902330514.0,4075223874.0,6.66,130.95,113.7,4.9,115.91,95.23,-2.24,-5.28,34.12,-0.09
053060,세동,CFS,67049742672.0,50272111469.0,44919185810.0,50931729208.0,62083333543.0,41970521511.0,94091235079.0,73542370176.0,80445018581.0,40298918007.0,35101157735.0,37423893504.0,189439770060.0,171088252415.0,169895212565.0,9102838003.0,10712273142.0,12554831007.0,5881714294.0,-1152315260.0,9802166185.0,14.6,233.48,131.65,-3.28,209.52,80.98,26.19,214.96,107.03,10.73,-15.02,0.7,-14.68,37832037124.0,38131811796.0,46915416872.0,54460140097.0,81155637307.0,93341468469.0,28479545295.0,17107839062.0,156051328239.0,128432250424.0,12725623531.0,2315872413.0,12369585016.0,-695009880.0,43.43,284.96,80.64,-4.06,545.61,70.02,8.87,-1.34,21.5,449.5
053080,케이엔솔,CFS,233881468073.0,266757312461.0,248112750542.0,229062889120.0,222547307960.0,196710817815.0,263780838342.0,229796437364.0,226961284973.0,123894640646.0,185948142869.0,169498257363.0,463537032859.0,579197289294.0,417441558585.0,-62011659027.0,26427101635.0,18467923097.0,-54413352990.0,13435956831.0,11265591096.0,-43.92,212.91,102.1,7.23,123.58,119.87,6.65,133.9,126.13,-19.97,-334.65,38.75,43.1,200936910523.0,156752685207.0,115405626124.0,105734653795.0,161493371550.0,134822571262.0,159233082769.0,145753839781.0,388809234312.0,311097344645.0,21958984857.0,13714126358.0,15994985173.0,8779905420.0,10.05,101.42,174.11,6.02,92.5,148.25,7.36,-15.9,24.98,60.12
053160,프리엠스,CFS,41563738572.0,37075973046.0,41346144658.0,4007716070.0,3918506039.0,2776686497.0,8989772215.0,5437889220.0,4950524172.0,71220492844.0,55320903486.0,59555853917.0,23135895576.0,17695269012.0,22943695630.0,388174443.0,-2345870685.0,-12327579.0,898559736.0,-1454278755.0,733953593.0,1.26,12.62,1037.09,-2.63,9.83,946.18,1.23,8.31,1489.05,30.75,116.55,-22.88,-18929.45,42039022934.0,46956294978.0,3877085755.0,4807448455.0,5855597431.0,7039563583.0,57693875700.0,57015798377.0,29631566510.0,25196719426.0,659127660.0,805360722.0,1337752614.0,1216331584.0,2.32,10.15,1084.29,2.13,12.35,976.74,-22.57,-101.87,17.6,-18.16
053210,스카이라이프,CFS,426394007526.0,434893066211.0,424998754085.0,252286466333.0,243473401173.0,353797650886.0,413080111532.0,463595564711.0,478564857967.0,563248947808.0,576645175949.0,737132733094.0,984216356687.0,1022927312705.0,1025595274656.0,22980467279.0,-1075800064.0,14067496354.0,1466653903.0,-156078783566.0,-113745084092.0,0.26,73.34,169.01,-27.07,80.4,178.62,-15.43,64.92,120.12,-3.78,2236.13,-0.26,-107.65,406459413604.0,408484114803.0,274731028041.0,249676241577.0,503764190486.0,469693812741.0,857534120935.0,805951031434.0,,,63195741120.0,73018655032.0,23085655455.0,62308920273.0,2.69,58.75,147.95,7.73,58.28,163.61,,-77.74,,-13.45
053260,금강철강,CFS,115587675943.0,125146173628.0,116041106302.0,23500971525.0,34105348319.0,24749807998.0,24522929905.0,35711648449.0,25589985236.0,126865530593.0,128977992283.0,126163570464.0,177224131863.0,201084686267.0,225362561244.0,1502892079.0,3808766502.0,5290275022.0,-175082249.0,6879569113.0,4517373997.0,-0.14,19.33,491.84,5.33,27.69,366.94,3.58,20.28,468.86,-11.87,-60.54,-10.77,-28.0,119929930729.0,109569383963.0,33908448425.0,28527008622.0,35192651935.0,31312522359.0,124725341724.0,119599624775.0,244220990730.0,236219889560.0,4891451957.0,9069143627.0,5397306465.0,10194833085.0,4.33,28.22,353.69,8.52,26.18,384.09,-7.72,8.15,3.39,-46.06
053270,구영테크,CFS,201721787540.0,135841330678.0,99378445437.0,346315947019.0,157466801792.0,155392538475.0,556537908510.0,254019330410.0,210493412482.0,153971153931.0,130500728510.0,106572543729.0,426181253496.0,377361299120.0,357438435431.0,24310734730.0,28853581117.0,28953283159.0,22566030710.0,18215888025.0,18644442897.0,14.66,361.46,58.25,13.96,194.65,86.27,17.49,197.51,63.95,12.94,-15.74,5.57,-0.34,90564384596.0,75209559029.0,122321445005.0,100598695731.0,156693973254.0,146619436025.0,83425564459.0,76271999495.0,274207754755.0,203398451836.0,7695775160.0,3994765934.0,3975738329.0,3129413158.0,4.77,187.82,74.04,4.1,192.23,74.76,30.35,276.22,34.81,92.65
053280,예스24,CFS,133896716496.0,106902121860.0,108281460646.0,213095434960.0,202748309249.0,196717930267.0,325318210656.0,253738460026.0,229360710004.0,171686643473.0,180928083148.0,219960671676.0,626469569759.0,671142964555.0,657116323157.0,2935557140.0,16277578701.0,7216836033.0,-10691535132.0,1128380073.0,-4207721581.0,-6.23,189.48,62.83,0.62,140.24,52.73,-1.91,104.27,55.04,-6.66,-81.97,2.13,125.55,98214075797.0,112227750779.0,183106385265.0,182331422080.0,204008852949.0,254739018892.0,183632273169.0,333416577685.0,663771316495.0,653695996510.0,15710131972.0,12596251838.0,879795408.0,18266152084.0,0.48,111.1,53.64,5.48,76.4,61.55,-0.89,-62.78,1.54,24.72
053290,NE능률,CFS,69728719603.0,65839122646.0,76248073355.0,18647808150.0,16589340853.0,17369637021.0,19536434453.0,18216972603.0,19535784284.0,80089633158.0,80285137050.0,85462548590.0,62702088959.0,71733831361.0,79198082671.0,1069301578.0,-1047950248.0,1113115849.0,-386909708.0,-5043264597.0,1067106324.0,-0.48,24.39,373.92,-6.28,22.69,396.88,1.25,22.86,438.97,-12.59,202.04,-9.42,-194.15,79325797177.0,77574033324.0,23287633544.0,26369138471.0,26984340993.0,32470579947.0,85441619678.0,81387000256.0,80229930792.0,77824167015.0,6769802931.0,5133695363.0,4542241460.0,4221359721.0,5.32,31.58,340.63,5.19,39.9,294.18,-1.29,-83.56,3.09,31.87
053300,한국정보인증,CFS,234661203536.0,197760792822.0,154882182441.0,152614080440.0,161223432391.0,94742561255.0,172496096664.0,173115324997.0,105017376033.0,249943688694.0,232197892594.0,221801246981.0,138465829337.0,121892962888.0,92218769214.0,27060645605.0,18858752108.0,13967404091.0,28098821920.0,12432454206.0,10077338597.0,11.24,69.01,153.76,5.35,74.56,122.66,4.54,47.35,163.48,13.6,43.49,32.18,35.02,146246931898.0,154867854986.0,59708778984.0,47733545591.0,67070004996.0,57812234191.0,213755839365.0,207532915665.0,87825669753.0,58870575735.0,15710866017.0,11671314207.0,6684450764.0,12550957163.0,3.13,31.38,244.93,6.05,27.86,324.44,5.0,-11.1,49.18,34.61
